account_id,signup_date,industry,company_size,source,plan,mrr,trial_end_date,conversion_date,churned,churn_date
A01250,2023-02-17,Fintech,1-10,Paid Ads,Free,0,2023-03-03,,No,
A01251,2024-12-18,Logistics,201-500,Partner,Free,0,2025-01-01,,No,
A01252,2024-08-16,Healthcare,1-10,LinkedIn,Starter,79,2024-08-30,2024-09-05,Yes,2024-11-11
A01253,2023-01-06,E-commerce,500+,Paid Ads,Free,0,2023-01-20,,No,
A01254,2023-02-02,E-commerce,201-500,Direct,Free,0,2023-02-16,,No,
A01255,2023-07-26,E-commerce,1-10,Direct,Growth,299,2023-08-09,2023-08-16,No,
A01256,2023-04-17,Education,51-200,Referral,Free,0,2023-05-01,,No,
A01257,2023-01-02,Fintech,1-10,Referral,Growth,299,2023-01-16,2023-01-19,Yes,2023-05-05
A01258,2024-01-29,Education,1-10,LinkedIn,Free,0,2024-02-12,,No,
A01259,2023-10-03,Marketing Agency,51-200,LinkedIn,Free,0,2023-10-17,,No,
A01260,2023-02-25,Marketing Agency,201-500,Referral,Free,0,2023-03-11,,No,
A01261,2023-04-29,SaaS,1-10,Paid Ads,Free,0,2023-05-13,,No,
A01262,2023-11-05,Logistics,11-50,Product Hunt,Free,0,2023-11-19,,No,
A01263,2023-07-25,Education,11-50,LinkedIn,Free,0,2023-08-08,,No,
A01264,2024-02-29,SaaS,11-50,Partner,Free,0,2024-03-14,,No,
A01265,2023-06-09,Healthcare,500+,Referral,Free,0,2023-06-23,,No,
A01266,2023-12-14,Education,500+,Paid Ads,Free,0,2023-12-28,,No,
A01267,2023-08-08,Education,1-10,Referral,Starter,49,2023-08-22,2023-08-22,No,
A01268,2024-12-21,Education,11-50,Paid Ads,Starter,49,2025-01-04,2025-01-11,No,
A01269,2023-03-18,E-commerce,201-500,Partner,Starter,29,2023-04-01,2023-04-03,No,
A01270,2024-02-15,Real Estate,201-500,Direct,Free,0,2024-02-29,,No,
A01271,2023-01-14,Fintech,1-10,Organic Search,Free,0,2023-01-28,,No,
A01272,2024-05-04,Logistics,11-50,Product Hunt,Free,0,2024-05-18,,No,
A01273,2024-02-08,Education,11-50,Product Hunt,Free,0,2024-02-22,,No,
A01274,2023-03-16,Healthcare,51-200,Referral,Growth,149,2023-03-30,2023-04-02,Yes,2023-05-14
A01275,2023-12-10,Real Estate,11-50,Referral,Free,0,2023-12-24,,No,
A01276,2023-06-19,Logistics,500+,Direct,Free,0,2023-07-03,,No,
A01277,2024-04-18,Fintech,51-200,Paid Ads,Free,0,2024-05-02,,No,
A01278,2024-08-12,Logistics,11-50,Product Hunt,Free,0,2024-08-26,,No,
A01279,2024-03-06,Real Estate,1-10,Paid Ads,Enterprise,799,2024-03-20,2024-03-22,Yes,2024-06-06
A01280,2024-07-27,SaaS,201-500,Direct,Free,0,2024-08-10,,No,
A01281,2023-05-31,Real Estate,51-200,Direct,Growth,249,2023-06-14,2023-06-16,No,
A01282,2023-12-28,SaaS,1-10,Partner,Free,0,2024-01-11,,No,
A01283,2024-05-25,E-commerce,51-200,Direct,Free,0,2024-06-08,,No,
A01284,2023-06-14,Marketing Agency,201-500,Organic Search,Free,0,2023-06-28,,No,
A01285,2024-04-11,Fintech,500+,LinkedIn,Free,0,2024-04-25,,No,
A01286,2023-04-08,Real Estate,1-10,Referral,Free,0,2023-04-22,,No,
A01287,2024-08-24,SaaS,11-50,Referral,Free,0,2024-09-07,,No,
A01288,2024-01-08,E-commerce,500+,Organic Search,Free,0,2024-01-22,,No,
A01289,2023-08-27,Healthcare,1-10,Product Hunt,Free,0,2023-09-10,,No,
A01290,2024-12-07,SaaS,51-200,Referral,Free,0,2024-12-21,,No,
A01291,2024-06-16,Marketing Agency,500+,Organic Search,Enterprise,999,2024-06-30,2024-06-30,No,
A01292,2024-04-20,Healthcare,51-200,LinkedIn,Free,0,2024-05-04,,No,
A01293,2024-12-04,Logistics,1-10,Direct,Free,0,2024-12-18,,No,
A01294,2024-09-17,Education,500+,Partner,Free,0,2024-10-01,,No,
A01295,2024-04-11,Healthcare,1-10,Organic Search,Free,0,2024-04-25,,No,
A01296,2023-07-09,Fintech,1-10,Partner,Free,0,2023-07-23,,No,
A01297,2024-03-30,Fintech,51-200,LinkedIn,Free,0,2024-04-13,,No,
A01298,2023-04-22,Logistics,51-200,Product Hunt,Growth,149,2023-05-06,2023-05-11,No,
A01299,2023-07-19,Fintech,11-50,Referral,Growth,199,2023-08-02,2023-08-04,No,
A01300,2024-07-24,Logistics,51-200,LinkedIn,Free,0,2024-08-07,,No,
A01301,2023-08-16,Real Estate,500+,Product Hunt,Free,0,2023-08-30,,No,
A01302,2023-12-06,Fintech,1-10,Product Hunt,Free,0,2023-12-20,,No,
A01303,2024-03-17,Logistics,11-50,Direct,Free,0,2024-03-31,,No,
A01304,2023-12-23,Education,1-10,Direct,Free,0,2024-01-06,,No,
A01305,2024-08-11,Healthcare,500+,Paid Ads,Free,0,2024-08-25,,No,
A01306,2023-06-14,Fintech,11-50,Direct,Free,0,2023-06-28,,No,
A01307,2024-11-11,SaaS,1-10,Paid Ads,Free,0,2024-11-25,,No,
A01308,2023-02-05,Marketing Agency,51-200,Referral,Starter,49,2023-02-19,2023-02-23,No,
A01309,2023-02-21,Fintech,500+,Paid Ads,Free,0,2023-03-07,,No,
A01310,2024-11-20,Fintech,11-50,Organic Search,Free,0,2024-12-04,,No,
A01311,2024-02-01,Real Estate,1-10,Partner,Free,0,2024-02-15,,No,
A01312,2024-11-16,Fintech,11-50,LinkedIn,Free,0,2024-11-30,,No,
A01313,2023-02-09,Marketing Agency,51-200,Paid Ads,Growth,149,2023-02-23,2023-02-28,Yes,2023-05-01
A01314,2023-05-28,Healthcare,500+,Paid Ads,Enterprise,799,2023-06-11,2023-06-12,No,
A01315,2023-03-18,SaaS,500+,Paid Ads,Growth,299,2023-04-01,2023-04-06,No,
A01316,2023-03-26,Fintech,51-200,Organic Search,Free,0,2023-04-09,,No,
A01317,2023-12-04,Healthcare,1-10,Paid Ads,Free,0,2023-12-18,,No,
A01318,2024-08-20,Logistics,11-50,Direct,Free,0,2024-09-03,,No,
A01319,2023-12-30,Healthcare,11-50,Product Hunt,Free,0,2024-01-13,,No,
A01320,2023-07-02,Marketing Agency,1-10,Organic Search,Free,0,2023-07-16,,No,
A01321,2023-09-15,E-commerce,500+,Partner,Enterprise,799,2023-09-29,2023-10-02,No,
A01322,2023-09-18,Education,51-200,Direct,Free,0,2023-10-02,,No,
A01323,2024-05-06,Real Estate,11-50,Referral,Free,0,2024-05-20,,No,
A01324,2023-11-20,Education,1-10,Product Hunt,Free,0,2023-12-04,,No,
A01325,2024-09-09,Marketing Agency,1-10,Organic Search,Free,0,2024-09-23,,No,
A01326,2024-11-13,Marketing Agency,51-200,LinkedIn,Free,0,2024-11-27,,No,
A01327,2024-08-10,SaaS,51-200,Partner,Growth,299,2024-08-24,2024-08-24,No,
A01328,2023-09-08,Logistics,51-200,LinkedIn,Growth,299,2023-09-22,2023-09-23,No,
A01329,2024-08-17,Fintech,201-500,LinkedIn,Free,0,2024-08-31,,No,
A01330,2024-08-04,Education,201-500,Direct,Enterprise,999,2024-08-18,2024-08-20,No,
A01331,2024-12-09,SaaS,51-200,Product Hunt,Free,0,2024-12-23,,No,
A01332,2023-03-17,Marketing Agency,1-10,Paid Ads,Free,0,2023-03-31,,No,
A01333,2024-09-09,Healthcare,11-50,LinkedIn,Free,0,2024-09-23,,No,
A01334,2023-07-30,Logistics,500+,LinkedIn,Free,0,2023-08-13,,No,
A01335,2024-02-01,Real Estate,11-50,Organic Search,Free,0,2024-02-15,,No,
A01336,2024-05-30,Fintech,201-500,Direct,Free,0,2024-06-13,,No,
A01337,2024-11-22,SaaS,51-200,Paid Ads,Free,0,2024-12-06,,No,
A01338,2024-01-28,Fintech,51-200,Organic Search,Growth,149,2024-02-11,2024-02-15,No,
A01339,2024-01-01,Education,201-500,LinkedIn,Free,0,2024-01-15,,No,
A01340,2023-11-18,SaaS,201-500,Paid Ads,Free,0,2023-12-02,,No,
A01341,2023-01-17,Healthcare,1-10,Direct,Free,0,2023-01-31,,No,
A01342,2023-10-19,Marketing Agency,201-500,Referral,Enterprise,799,2023-11-02,2023-11-09,No,
A01343,2024-07-29,E-commerce,51-200,Product Hunt,Free,0,2024-08-12,,No,
A01344,2023-07-12,Marketing Agency,11-50,Direct,Free,0,2023-07-26,,No,
A01345,2024-11-19,Real Estate,11-50,Paid Ads,Free,0,2024-12-03,,No,
A01346,2024-01-26,Logistics,500+,Referral,Growth,149,2024-02-09,2024-02-14,No,
A01347,2024-10-11,SaaS,51-200,LinkedIn,Growth,249,2024-10-25,2024-10-26,Yes,2024-12-07
A01348,2024-08-18,Marketing Agency,201-500,Partner,Starter,49,2024-09-01,2024-09-05,No,
A01349,2023-09-21,Logistics,201-500,LinkedIn,Growth,149,2023-10-05,2023-10-05,No,
A01350,2023-07-08,Education,11-50,Product Hunt,Free,0,2023-07-22,,No,
A01351,2023-10-03,SaaS,11-50,Paid Ads,Free,0,2023-10-17,,No,
A01352,2023-03-20,Logistics,51-200,Paid Ads,Free,0,2023-04-03,,No,
A01353,2024-07-22,Marketing Agency,51-200,LinkedIn,Free,0,2024-08-05,,No,
A01354,2024-11-09,Real Estate,500+,Organic Search,Enterprise,1499,2024-11-23,2024-11-30,Yes,2024-12-31
A01355,2023-12-21,Healthcare,500+,LinkedIn,Free,0,2024-01-04,,No,
A01356,2024-03-26,Education,11-50,Product Hunt,Free,0,2024-04-09,,No,
A01357,2023-05-07,E-commerce,51-200,Direct,Free,0,2023-05-21,,No,
A01358,2024-07-12,Real Estate,201-500,Partner,Free,0,2024-07-26,,No,
A01359,2023-11-14,Education,11-50,LinkedIn,Starter,29,2023-11-28,2023-12-02,No,
A01360,2024-01-27,Healthcare,11-50,LinkedIn,Starter,49,2024-02-10,2024-02-12,No,
A01361,2024-05-13,SaaS,500+,LinkedIn,Growth,149,2024-05-27,2024-06-02,No,
A01362,2024-01-01,Logistics,1-10,Paid Ads,Free,0,2024-01-15,,No,
A01363,2023-04-07,E-commerce,500+,Direct,Free,0,2023-04-21,,No,
A01364,2023-02-10,Fintech,1-10,Partner,Free,0,2023-02-24,,No,
A01365,2023-03-15,Logistics,500+,Organic Search,Growth,299,2023-03-29,2023-04-02,Yes,2023-09-27
A01366,2023-05-18,Fintech,11-50,Referral,Growth,299,2023-06-01,2023-06-08,No,
A01367,2023-01-26,Education,1-10,Direct,Free,0,2023-02-09,,No,
A01368,2023-10-24,E-commerce,1-10,Organic Search,Starter,79,2023-11-07,2023-11-10,Yes,2024-07-30
A01369,2024-07-20,Marketing Agency,1-10,Direct,Free,0,2024-08-03,,No,
A01370,2023-06-01,Fintech,51-200,Product Hunt,Free,0,2023-06-15,,No,
A01371,2023-06-04,Fintech,201-500,Referral,Free,0,2023-06-18,,No,
A01372,2024-06-29,Real Estate,1-10,Referral,Free,0,2024-07-13,,No,
A01373,2024-07-18,Real Estate,51-200,Referral,Growth,199,2024-08-01,2024-08-03,No,
A01374,2024-09-29,Logistics,500+,Referral,Free,0,2024-10-13,,No,
A01375,2023-07-15,Healthcare,11-50,Partner,Free,0,2023-07-29,,No,
A01376,2024-08-11,Fintech,500+,Product Hunt,Free,0,2024-08-25,,No,
A01377,2023-03-15,E-commerce,500+,Referral,Enterprise,999,2023-03-29,2023-04-03,No,
A01378,2024-05-02,E-commerce,1-10,Paid Ads,Free,0,2024-05-16,,No,
A01379,2024-02-22,Fintech,11-50,Direct,Free,0,2024-03-07,,No,
A01380,2024-12-19,E-commerce,1-10,Product Hunt,Free,0,2025-01-02,,No,
A01381,2024-06-29,Marketing Agency,11-50,LinkedIn,Free,0,2024-07-13,,No,
A01382,2024-02-15,Fintech,201-500,Referral,Enterprise,999,2024-02-29,2024-03-07,Yes,2024-12-15
A01383,2024-08-28,Education,500+,Product Hunt,Enterprise,999,2024-09-11,2024-09-16,No,
A01384,2023-11-16,Marketing Agency,1-10,Paid Ads,Free,0,2023-11-30,,No,
A01385,2024-12-07,E-commerce,11-50,Product Hunt,Free,0,2024-12-21,,No,
A01386,2023-05-11,Fintech,11-50,Direct,Starter,49,2023-05-25,2023-05-30,Yes,2024-01-04
A01387,2024-06-06,Logistics,51-200,Organic Search,Free,0,2024-06-20,,No,
A01388,2024-12-20,Healthcare,201-500,Direct,Free,0,2025-01-03,,No,
A01389,2024-07-05,Logistics,1-10,Product Hunt,Free,0,2024-07-19,,No,
A01390,2024-01-30,Healthcare,51-200,LinkedIn,Free,0,2024-02-13,,No,
A01391,2024-07-12,SaaS,1-10,Organic Search,Free,0,2024-07-26,,No,
A01392,2024-12-13,Marketing Agency,51-200,Product Hunt,Free,0,2024-12-27,,No,
A01393,2024-04-20,Logistics,500+,Direct,Free,0,2024-05-04,,No,
A01394,2024-12-01,Fintech,1-10,Paid Ads,Free,0,2024-12-15,,No,
A01395,2024-07-23,SaaS,11-50,Referral,Free,0,2024-08-06,,No,
A01396,2023-02-20,E-commerce,1-10,Referral,Growth,149,2023-03-06,2023-03-11,Yes,2023-07-13
A01397,2024-02-07,Marketing Agency,201-500,Partner,Enterprise,999,2024-02-21,2024-02-22,No,
A01398,2023-06-21,Healthcare,201-500,Product Hunt,Growth,299,2023-07-05,2023-07-06,Yes,2023-08-22
A01399,2024-04-27,E-commerce,51-200,Referral,Starter,49,2024-05-11,2024-05-13,Yes,2024-09-03
A01400,2023-01-12,Fintech,1-10,Referral,Free,0,2023-01-26,,No,
A01401,2024-04-19,Fintech,1-10,LinkedIn,Free,0,2024-05-03,,No,
A01402,2024-11-04,Fintech,1-10,Partner,Starter,29,2024-11-18,2024-11-22,No,
A01403,2023-01-31,Fintech,201-500,Direct,Free,0,2023-02-14,,No,
A01404,2024-11-26,Logistics,1-10,Paid Ads,Free,0,2024-12-10,,No,
A01405,2023-02-14,Healthcare,11-50,Referral,Free,0,2023-02-28,,No,
A01406,2023-02-21,Marketing Agency,201-500,Referral,Free,0,2023-03-07,,No,
A01407,2024-02-15,Education,1-10,Referral,Starter,49,2024-02-29,2024-03-05,No,
A01408,2023-11-21,Real Estate,51-200,Organic Search,Enterprise,799,2023-12-05,2023-12-07,No,
A01409,2023-10-15,Logistics,500+,Organic Search,Enterprise,999,2023-10-29,2023-11-04,No,
A01410,2024-12-10,Healthcare,51-200,Product Hunt,Free,0,2024-12-24,,No,
A01411,2024-03-01,Marketing Agency,1-10,Partner,Free,0,2024-03-15,,No,
A01412,2023-06-26,Healthcare,11-50,Paid Ads,Free,0,2023-07-10,,No,
A01413,2023-08-03,Education,11-50,LinkedIn,Free,0,2023-08-17,,No,
A01414,2023-06-05,Education,1-10,Partner,Free,0,2023-06-19,,No,
A01415,2024-06-24,SaaS,11-50,Partner,Free,0,2024-07-08,,No,
A01416,2024-11-30,Fintech,500+,Product Hunt,Free,0,2024-12-14,,No,
A01417,2024-05-11,Real Estate,500+,Direct,Free,0,2024-05-25,,No,
A01418,2023-02-15,E-commerce,11-50,Partner,Free,0,2023-03-01,,No,
A01419,2024-03-12,Marketing Agency,500+,Product Hunt,Starter,49,2024-03-26,2024-03-29,No,
A01420,2023-07-30,Fintech,1-10,Product Hunt,Free,0,2023-08-13,,No,
A01421,2023-11-19,Fintech,1-10,Paid Ads,Free,0,2023-12-03,,No,
A01422,2023-06-18,Education,11-50,Direct,Free,0,2023-07-02,,No,
A01423,2024-05-17,Marketing Agency,51-200,Organic Search,Starter,29,2024-05-31,2024-06-03,No,
A01424,2024-02-05,Fintech,201-500,Referral,Free,0,2024-02-19,,No,
A01425,2023-09-05,Fintech,201-500,Partner,Free,0,2023-09-19,,No,
A01426,2023-04-12,E-commerce,11-50,Product Hunt,Free,0,2023-04-26,,No,
A01427,2024-06-10,Education,51-200,Paid Ads,Free,0,2024-06-24,,No,
A01428,2024-01-25,Marketing Agency,51-200,LinkedIn,Free,0,2024-02-08,,No,
A01429,2023-06-26,SaaS,500+,Partner,Enterprise,799,2023-07-10,2023-07-15,No,
A01430,2024-01-08,Education,51-200,Referral,Free,0,2024-01-22,,No,
A01431,2024-03-28,Healthcare,11-50,Organic Search,Starter,79,2024-04-11,2024-04-18,No,
A01432,2023-10-22,Education,1-10,Paid Ads,Free,0,2023-11-05,,No,
A01433,2024-06-02,SaaS,51-200,Referral,Free,0,2024-06-16,,No,
A01434,2024-01-24,Logistics,1-10,Partner,Free,0,2024-02-07,,No,
A01435,2024-01-19,E-commerce,11-50,Paid Ads,Enterprise,999,2024-02-02,2024-02-08,No,
A01436,2023-04-13,Real Estate,1-10,Product Hunt,Free,0,2023-04-27,,No,
A01437,2024-03-14,SaaS,51-200,Referral,Starter,29,2024-03-28,2024-04-02,No,
A01438,2023-05-17,Education,51-200,Paid Ads,Free,0,2023-05-31,,No,
A01439,2023-11-06,Logistics,201-500,Organic Search,Starter,49,2023-11-20,2023-11-20,No,
A01440,2023-05-06,SaaS,500+,Partner,Growth,249,2023-05-20,2023-05-22,No,
A01441,2024-08-16,Education,1-10,Product Hunt,Growth,249,2024-08-30,2024-09-03,No,
A01442,2023-06-10,Logistics,51-200,Direct,Growth,149,2023-06-24,2023-06-28,No,
A01443,2024-02-20,Fintech,51-200,Partner,Free,0,2024-03-05,,No,
A01444,2024-08-23,SaaS,201-500,Organic Search,Free,0,2024-09-06,,No,
A01445,2023-09-05,E-commerce,11-50,Referral,Starter,79,2023-09-19,2023-09-24,No,
A01446,2023-09-02,Healthcare,51-200,Paid Ads,Free,0,2023-09-16,,No,
A01447,2024-11-28,Fintech,11-50,Referral,Free,0,2024-12-12,,No,
A01448,2023-02-13,Healthcare,500+,Referral,Enterprise,499,2023-02-27,2023-02-27,No,
A01449,2024-03-27,Education,11-50,Partner,Starter,49,2024-04-10,2024-04-10,No,
A01450,2024-10-01,Fintech,51-200,Direct,Free,0,2024-10-15,,No,
A01451,2024-03-13,E-commerce,11-50,Direct,Free,0,2024-03-27,,No,
A01452,2023-02-22,Logistics,500+,Partner,Free,0,2023-03-08,,No,
A01453,2024-01-02,Healthcare,500+,LinkedIn,Free,0,2024-01-16,,No,
A01454,2023-06-25,Marketing Agency,51-200,Product Hunt,Free,0,2023-07-09,,No,
A01455,2024-12-08,Education,11-50,LinkedIn,Free,0,2024-12-22,,No,
A01456,2023-08-17,Logistics,51-200,LinkedIn,Free,0,2023-08-31,,No,
A01457,2024-06-27,E-commerce,500+,Direct,Growth,249,2024-07-11,2024-07-13,Yes,2024-11-30
A01458,2024-08-18,SaaS,51-200,Organic Search,Growth,299,2024-09-01,2024-09-04,No,
A01459,2024-08-12,E-commerce,51-200,Organic Search,Free,0,2024-08-26,,No,
A01460,2023-07-27,Real Estate,500+,Direct,Growth,299,2023-08-10,2023-08-10,Yes,2023-12-16
A01461,2023-05-28,E-commerce,1-10,Product Hunt,Free,0,2023-06-11,,No,
A01462,2023-09-27,Fintech,1-10,Product Hunt,Free,0,2023-10-11,,No,
A01463,2024-05-11,Healthcare,1-10,LinkedIn,Free,0,2024-05-25,,No,
A01464,2024-11-20,Education,500+,Partner,Free,0,2024-12-04,,No,
A01465,2024-05-29,E-commerce,500+,Product Hunt,Enterprise,999,2024-06-12,2024-06-16,No,
A01466,2024-12-12,Education,500+,Organic Search,Free,0,2024-12-26,,No,
A01467,2023-08-23,Marketing Agency,500+,LinkedIn,Starter,49,2023-09-06,2023-09-10,No,
A01468,2023-02-20,E-commerce,11-50,Product Hunt,Free,0,2023-03-06,,No,
A01469,2024-01-21,SaaS,1-10,Product Hunt,Free,0,2024-02-04,,No,
A01470,2024-12-19,Healthcare,1-10,Organic Search,Free,0,2025-01-02,,No,
A01471,2024-11-04,Fintech,51-200,Partner,Growth,249,2024-11-18,2024-11-20,No,
A01472,2023-03-20,Real Estate,11-50,Direct,Free,0,2023-04-03,,No,
A01473,2023-04-20,Healthcare,11-50,Organic Search,Free,0,2023-05-04,,No,
A01474,2023-11-17,Education,1-10,Paid Ads,Free,0,2023-12-01,,No,
A01475,2023-01-12,E-commerce,201-500,Partner,Enterprise,799,2023-01-26,2023-01-28,Yes,2024-01-24
A01476,2024-09-17,SaaS,1-10,Referral,Free,0,2024-10-01,,No,
A01477,2024-06-28,Healthcare,201-500,Partner,Enterprise,1499,2024-07-12,2024-07-17,No,
A01478,2024-07-16,Logistics,51-200,LinkedIn,Free,0,2024-07-30,,No,
A01479,2023-08-03,Healthcare,1-10,Product Hunt,Starter,49,2023-08-17,2023-08-24,Yes,2024-03-04
A01480,2024-02-03,Education,201-500,Paid Ads,Free,0,2024-02-17,,No,
A01481,2024-04-09,E-commerce,1-10,Referral,Free,0,2024-04-23,,No,
A01482,2023-10-09,Fintech,500+,LinkedIn,Free,0,2023-10-23,,No,
A01483,2024-06-11,Marketing Agency,51-200,Organic Search,Growth,149,2024-06-25,2024-06-28,No,
A01484,2024-01-22,Logistics,1-10,Partner,Growth,199,2024-02-05,2024-02-10,No,
A01485,2024-08-03,E-commerce,201-500,Partner,Growth,249,2024-08-17,2024-08-24,No,
A01486,2024-02-26,Fintech,51-200,Paid Ads,Free,0,2024-03-11,,No,
A01487,2023-01-14,E-commerce,500+,Paid Ads,Starter,79,2023-01-28,2023-02-01,No,
A01488,2024-12-18,Education,1-10,Paid Ads,Free,0,2025-01-01,,No,
A01489,2024-06-27,Logistics,1-10,LinkedIn,Free,0,2024-07-11,,No,
A01490,2024-11-18,Marketing Agency,500+,Organic Search,Growth,249,2024-12-02,2024-12-06,No,
A01491,2023-05-02,Real Estate,11-50,Paid Ads,Starter,79,2023-05-16,2023-05-21,Yes,2023-07-19
A01492,2023-09-21,Healthcare,51-200,Partner,Enterprise,799,2023-10-05,2023-10-10,Yes,2024-02-10
A01493,2024-07-21,Education,11-50,Partner,Free,0,2024-08-04,,No,
A01494,2024-08-28,SaaS,500+,Direct,Free,0,2024-09-11,,No,
A01495,2024-10-19,Fintech,1-10,Referral,Free,0,2024-11-02,,No,
A01496,2024-09-25,Fintech,500+,Direct,Free,0,2024-10-09,,No,
A01497,2024-12-28,Marketing Agency,500+,Product Hunt,Free,0,2025-01-11,,No,
A01498,2023-12-13,Education,1-10,Referral,Free,0,2023-12-27,,No,
A01499,2024-11-16,E-commerce,51-200,Referral,Free,0,2024-11-30,,No,
A01500,2024-05-08,Marketing Agency,11-50,LinkedIn,Starter,49,2024-05-22,2024-05-24,No,
