ticket_id,account_id,created_date,category,priority,resolution_hours,resolved
T000471,A00172,2023-09-27,Onboarding Help,High,44,Yes
T000472,A00172,2023-09-21,Integration Issue,Low,,No
T000473,A00172,2024-02-29,Integration Issue,Medium,71,Yes
T000474,A00172,2024-12-09,Performance,High,48,Yes
T000475,A00172,2024-06-08,Billing,Low,,No
T000476,A00172,2023-08-18,Bug Report,High,28,Yes
T000477,A00172,2023-08-11,Bug Report,Low,162,Yes
T000478,A00174,2024-09-08,Billing,Medium,88,Yes
T000479,A00174,2024-12-12,Bug Report,High,8,Yes
T000480,A00174,2024-06-28,Integration Issue,Critical,7,Yes
T000481,A00175,2024-12-21,Bug Report,Medium,22,Yes
T000482,A00175,2024-12-12,Onboarding Help,High,21,Yes
T000483,A00175,2024-12-22,Billing,Low,86,Yes
T000484,A00176,2024-12-11,Integration Issue,Low,146,Yes
T000485,A00176,2024-11-30,Billing,Low,,No
T000486,A00178,2024-12-30,Feature Request,Critical,,No
T000487,A00178,2024-10-04,Feature Request,Medium,16,Yes
T000488,A00178,2024-12-09,Integration Issue,High,26,Yes
T000489,A00178,2024-08-01,Feature Request,Low,105,Yes
T000490,A00178,2024-11-16,Onboarding Help,High,,No
T000491,A00178,2024-11-27,Performance,Low,158,Yes
T000492,A00178,2024-07-28,Performance,Medium,88,Yes
T000493,A00178,2024-12-04,Integration Issue,Medium,71,Yes
T000494,A00179,2024-10-26,Billing,High,47,Yes
T000495,A00180,2024-06-07,Bug Report,High,,No
T000496,A00180,2024-04-23,Onboarding Help,Critical,4,Yes
T000497,A00180,2024-07-14,Feature Request,Critical,8,Yes
T000498,A00181,2023-12-10,Bug Report,Low,,No
T000499,A00181,2024-06-08,Bug Report,Medium,25,Yes
T000500,A00183,2024-08-05,Billing,Medium,27,Yes
T000501,A00183,2024-07-01,Feature Request,Low,66,Yes
T000502,A00183,2023-12-10,Performance,Low,,No
T000503,A00186,2024-12-29,Integration Issue,Low,29,Yes
T000504,A00186,2024-12-04,Onboarding Help,Medium,27,Yes
T000505,A00187,2024-07-10,Feature Request,Medium,36,Yes
T000506,A00187,2024-08-27,Performance,Medium,54,Yes
T000507,A00187,2024-10-13,Bug Report,Low,75,Yes
T000508,A00189,2024-02-12,Feature Request,High,9,Yes
T000509,A00189,2024-03-08,Performance,Medium,54,Yes
T000510,A00189,2023-08-03,Integration Issue,Low,130,Yes
T000511,A00189,2024-02-15,Feature Request,Medium,92,Yes
T000512,A00189,2023-12-26,Billing,High,46,Yes
T000513,A00189,2024-09-01,Bug Report,Medium,42,Yes
T000514,A00189,2024-04-14,Billing,Medium,71,Yes
T000515,A00190,2024-04-26,Bug Report,Critical,8,Yes
T000516,A00190,2024-12-17,Feature Request,Critical,,No
T000517,A00190,2024-08-23,Integration Issue,Low,54,Yes
T000518,A00191,2024-05-25,Bug Report,Critical,6,Yes
T000519,A00192,2024-08-19,Integration Issue,Low,64,Yes
T000520,A00193,2023-09-17,Integration Issue,Low,168,Yes
T000521,A00194,2024-01-18,Onboarding Help,Low,24,Yes
T000522,A00195,2024-08-06,Integration Issue,High,27,Yes
T000523,A00196,2024-03-03,Bug Report,Medium,88,Yes
T000524,A00196,2024-04-25,Billing,Medium,30,Yes
T000525,A00197,2024-10-05,Performance,Medium,72,Yes
T000526,A00197,2024-09-19,Onboarding Help,Low,44,Yes
T000527,A00198,2024-06-24,Onboarding Help,Medium,49,Yes
T000528,A00198,2024-06-25,Onboarding Help,Medium,17,Yes
T000529,A00198,2024-10-24,Performance,Critical,6,Yes
T000530,A00199,2024-12-13,Integration Issue,High,41,Yes
T000531,A00199,2024-11-13,Feature Request,Low,,No
T000532,A00199,2024-12-26,Performance,Low,145,Yes
T000533,A00199,2024-08-02,Feature Request,High,15,Yes
T000534,A00199,2024-06-06,Billing,Low,133,Yes
T000535,A00199,2024-12-27,Integration Issue,Low,152,Yes
T000536,A00199,2024-06-26,Onboarding Help,Medium,68,Yes
T000537,A00199,2024-11-18,Feature Request,Low,,No
T000538,A00200,2023-09-19,Integration Issue,Medium,74,Yes
T000539,A00200,2024-07-14,Feature Request,Low,135,Yes
T000540,A00201,2024-12-02,Onboarding Help,Medium,,No
T000541,A00201,2024-11-17,Bug Report,Medium,,No
T000542,A00201,2024-12-20,Integration Issue,High,16,Yes
T000543,A00202,2024-12-13,Performance,Low,141,Yes
T000544,A00202,2024-12-17,Performance,High,,No
T000545,A00202,2024-12-23,Onboarding Help,Low,138,Yes
T000546,A00202,2024-12-24,Performance,Critical,2,Yes
T000547,A00202,2024-12-09,Onboarding Help,High,28,Yes
T000548,A00202,2024-11-24,Integration Issue,High,24,Yes
T000549,A00202,2024-11-29,Feature Request,Low,149,Yes
T000550,A00202,2024-12-07,Performance,Medium,64,Yes
T000551,A00203,2024-10-18,Performance,Medium,37,Yes
T000552,A00203,2024-05-22,Performance,Low,91,Yes
T000553,A00204,2024-11-04,Billing,Low,76,Yes
T000554,A00204,2024-03-25,Integration Issue,Medium,74,Yes
T000555,A00204,2024-02-21,Integration Issue,High,6,Yes
T000556,A00205,2024-07-04,Integration Issue,Medium,,No
T000557,A00206,2024-07-07,Feature Request,Medium,51,Yes
T000558,A00208,2024-09-01,Bug Report,Low,36,Yes
T000559,A00208,2024-06-22,Integration Issue,Medium,19,Yes
T000560,A00208,2024-07-14,Performance,Low,41,Yes
T000561,A00208,2024-08-11,Billing,Low,162,Yes
T000562,A00208,2024-07-01,Bug Report,High,37,Yes
T000563,A00208,2024-10-23,Billing,Medium,50,Yes
T000564,A00208,2024-06-21,Onboarding Help,Low,88,Yes
T000565,A00209,2024-12-13,Performance,Low,62,Yes
T000566,A00209,2024-12-03,Bug Report,High,22,Yes
T000567,A00209,2024-12-27,Billing,Medium,,No
T000568,A00211,2024-07-15,Feature Request,Low,124,Yes
T000569,A00211,2024-07-09,Feature Request,High,10,Yes
T000570,A00211,2024-12-27,Billing,Critical,,No
T000571,A00212,2023-11-27,Feature Request,High,38,Yes
T000572,A00214,2024-07-03,Onboarding Help,Medium,31,Yes
T000573,A00216,2024-07-06,Billing,High,23,Yes
T000574,A00216,2024-08-28,Feature Request,Medium,46,Yes
T000575,A00216,2024-03-10,Feature Request,High,,No
T000576,A00216,2024-10-28,Performance,Critical,,No
T000577,A00216,2024-11-24,Feature Request,Low,112,Yes
T000578,A00216,2024-12-22,Bug Report,Medium,17,Yes
T000579,A00216,2024-10-24,Feature Request,Medium,32,Yes
T000580,A00216,2024-07-24,Feature Request,High,10,Yes
T000581,A00216,2024-06-10,Integration Issue,High,,No
T000582,A00216,2024-03-21,Performance,Medium,18,Yes
T000583,A00216,2024-07-07,Feature Request,Low,124,Yes
T000584,A00216,2024-03-29,Bug Report,Medium,,No
T000585,A00217,2023-12-28,Performance,Medium,22,Yes
T000586,A00217,2024-01-11,Feature Request,High,42,Yes
T000587,A00218,2024-02-10,Integration Issue,High,36,Yes
T000588,A00218,2024-08-19,Performance,High,,No
T000589,A00218,2023-07-10,Integration Issue,Low,,No
T000590,A00218,2024-01-17,Integration Issue,Low,127,Yes
T000591,A00218,2024-02-27,Feature Request,High,46,Yes
T000592,A00219,2024-09-25,Feature Request,High,44,Yes
T000593,A00219,2024-10-04,Billing,Medium,62,Yes
T000594,A00219,2024-09-16,Feature Request,Medium,41,Yes
T000595,A00219,2024-10-09,Bug Report,High,,No
T000596,A00219,2024-11-02,Integration Issue,High,,No
T000597,A00219,2024-09-10,Billing,Critical,3,Yes
T000598,A00219,2024-12-05,Feature Request,Low,36,Yes
T000599,A00219,2024-11-11,Feature Request,Low,94,Yes
T000600,A00219,2024-09-27,Onboarding Help,Low,117,Yes
T000601,A00219,2024-12-03,Billing,Medium,65,Yes
T000602,A00219,2024-11-07,Billing,Low,28,Yes
T000603,A00220,2024-12-06,Feature Request,Low,29,Yes
T000604,A00221,2024-12-30,Integration Issue,Critical,7,Yes
T000605,A00221,2024-12-31,Onboarding Help,Critical,,No
T000606,A00221,2024-12-30,Performance,Medium,80,Yes
T000607,A00221,2024-12-30,Feature Request,Low,90,Yes
T000608,A00221,2024-12-31,Billing,Critical,,No
T000609,A00222,2024-09-28,Integration Issue,Low,154,Yes
T000610,A00223,2024-12-14,Integration Issue,Medium,53,Yes
T000611,A00223,2024-11-26,Bug Report,Medium,25,Yes
T000612,A00224,2024-12-28,Performance,Low,36,Yes
T000613,A00226,2023-05-20,Billing,Low,165,Yes
T000614,A00228,2024-10-19,Bug Report,Medium,83,Yes
T000615,A00229,2024-08-24,Billing,Low,139,Yes
T000616,A00229,2024-08-30,Integration Issue,Low,57,Yes
T000617,A00229,2024-01-16,Bug Report,High,14,Yes
T000618,A00230,2024-07-16,Bug Report,Medium,,No
T000619,A00230,2024-04-20,Integration Issue,Medium,18,Yes
T000620,A00230,2024-12-04,Onboarding Help,Medium,13,Yes
T000621,A00231,2024-11-01,Onboarding Help,Medium,70,Yes
T000622,A00232,2024-12-18,Integration Issue,Medium,23,Yes
T000623,A00232,2024-10-25,Feature Request,Low,86,Yes
T000624,A00233,2024-06-12,Bug Report,Low,,No
T000625,A00233,2024-03-24,Performance,Low,84,Yes
T000626,A00233,2024-04-03,Bug Report,Medium,76,Yes
T000627,A00234,2024-09-13,Bug Report,High,11,Yes
T000628,A00236,2023-12-04,Feature Request,Critical,5,Yes
T000629,A00236,2024-03-26,Feature Request,Medium,62,Yes
T000630,A00236,2024-05-08,Integration Issue,Medium,66,Yes
T000631,A00236,2024-12-23,Feature Request,Low,59,Yes
T000632,A00236,2024-10-22,Billing,Medium,42,Yes
T000633,A00236,2024-11-15,Onboarding Help,Medium,,No
T000634,A00236,2024-10-06,Performance,Low,158,Yes
T000635,A00236,2024-02-19,Billing,Medium,,No
T000636,A00236,2024-06-20,Onboarding Help,High,38,Yes
T000637,A00236,2023-12-09,Integration Issue,Critical,4,Yes
T000638,A00236,2024-01-06,Feature Request,Medium,56,Yes
T000639,A00236,2023-10-17,Integration Issue,Low,,No
T000640,A00237,2024-12-28,Feature Request,High,35,Yes
T000641,A00237,2024-12-29,Performance,Low,76,Yes
T000642,A00237,2024-12-31,Bug Report,Medium,53,Yes
T000643,A00238,2024-12-24,Integration Issue,Medium,14,Yes
T000644,A00239,2024-11-03,Billing,Medium,27,Yes
T000645,A00240,2023-09-09,Onboarding Help,Low,111,Yes
T000646,A00243,2024-09-05,Bug Report,Medium,94,Yes
T000647,A00243,2024-04-04,Performance,Low,79,Yes
T000648,A00244,2023-07-05,Performance,Medium,49,Yes
T000649,A00244,2024-04-02,Billing,Critical,2,Yes
T000650,A00244,2024-06-29,Onboarding Help,Medium,65,Yes
T000651,A00245,2024-04-29,Feature Request,Medium,64,Yes
T000652,A00246,2024-07-31,Feature Request,Low,153,Yes
T000653,A00248,2024-12-29,Feature Request,Low,,No
T000654,A00248,2024-12-31,Integration Issue,Medium,19,Yes
T000655,A00249,2023-11-25,Feature Request,Low,,No
T000656,A00249,2024-03-03,Integration Issue,Medium,31,Yes
T000657,A00250,2024-07-25,Billing,Low,96,Yes
T000658,A00252,2024-10-06,Performance,Low,50,Yes
T000659,A00252,2024-12-31,Performance,Low,145,Yes
T000660,A00253,2024-11-04,Onboarding Help,High,41,Yes
T000661,A00253,2024-10-09,Integration Issue,High,33,Yes
T000662,A00255,2024-09-02,Integration Issue,Medium,43,Yes
T000663,A00255,2024-05-04,Onboarding Help,Medium,78,Yes
T000664,A00256,2024-12-24,Performance,High,7,Yes
T000665,A00256,2024-12-21,Performance,Low,,No
T000666,A00256,2024-12-26,Feature Request,High,22,Yes
T000667,A00258,2023-12-25,Feature Request,High,31,Yes
T000668,A00259,2024-12-20,Billing,Low,164,Yes
T000669,A00259,2024-02-08,Bug Report,Medium,,No
T000670,A00259,2023-12-07,Integration Issue,High,28,Yes
T000671,A00259,2024-03-20,Bug Report,Low,140,Yes
T000672,A00259,2024-04-06,Onboarding Help,Low,159,Yes
T000673,A00259,2024-02-13,Feature Request,Medium,,No
T000674,A00259,2024-04-25,Onboarding Help,Low,47,Yes
T000675,A00260,2024-12-02,Bug Report,Low,50,Yes
T000676,A00261,2024-06-11,Bug Report,Medium,53,Yes
T000677,A00261,2024-09-13,Onboarding Help,Low,59,Yes
T000678,A00263,2024-12-12,Onboarding Help,Low,99,Yes
T000679,A00263,2023-09-07,Feature Request,High,37,Yes
T000680,A00266,2023-09-28,Billing,High,46,Yes
T000681,A00266,2023-06-04,Feature Request,Medium,53,Yes
T000682,A00266,2024-04-05,Integration Issue,Low,129,Yes
T000683,A00266,2023-05-15,Onboarding Help,Low,60,Yes
T000684,A00266,2023-11-17,Onboarding Help,Medium,27,Yes
T000685,A00266,2024-03-27,Performance,Medium,44,Yes
T000686,A00267,2024-12-27,Onboarding Help,Medium,45,Yes
T000687,A00267,2024-11-30,Billing,Medium,,No
T000688,A00269,2024-02-20,Feature Request,Low,82,Yes
T000689,A00270,2024-03-01,Bug Report,Low,28,Yes
T000690,A00270,2024-07-19,Feature Request,Medium,,No
T000691,A00270,2024-11-11,Feature Request,Medium,69,Yes
T000692,A00270,2024-10-30,Bug Report,Medium,,No
T000693,A00270,2024-10-23,Performance,Medium,60,Yes
T000694,A00270,2023-12-07,Onboarding Help,Medium,88,Yes
T000695,A00270,2023-12-05,Bug Report,Medium,23,Yes
T000696,A00270,2024-11-18,Performance,Medium,35,Yes
T000697,A00270,2023-05-30,Bug Report,High,8,Yes
T000698,A00270,2024-02-01,Performance,Low,37,Yes
T000699,A00271,2024-11-14,Feature Request,Medium,74,Yes
T000700,A00271,2024-06-16,Performance,Medium,24,Yes
T000701,A00271,2024-11-26,Bug Report,High,,No
T000702,A00272,2024-12-31,Onboarding Help,High,48,Yes
T000703,A00272,2024-12-12,Feature Request,Medium,23,Yes
T000704,A00272,2024-12-16,Feature Request,Medium,,No
T000705,A00273,2024-12-12,Feature Request,Low,110,Yes
T000706,A00273,2023-06-27,Integration Issue,Low,73,Yes
T000707,A00274,2024-01-14,Integration Issue,Medium,17,Yes
T000708,A00274,2024-12-25,Feature Request,Medium,24,Yes
T000709,A00274,2023-12-23,Bug Report,Medium,55,Yes
T000710,A00274,2024-03-07,Bug Report,High,24,Yes
T000711,A00274,2023-12-06,Integration Issue,Low,25,Yes
T000712,A00274,2024-11-07,Bug Report,Low,32,Yes
T000713,A00275,2024-09-14,Feature Request,Low,114,Yes
T000714,A00277,2024-11-26,Integration Issue,Low,163,Yes
T000715,A00278,2023-08-01,Integration Issue,Critical,3,Yes
T000716,A00278,2024-11-26,Feature Request,Critical,5,Yes
T000717,A00278,2024-03-09,Billing,Medium,64,Yes
T000718,A00278,2023-04-14,Integration Issue,Low,46,Yes
T000719,A00278,2024-05-21,Billing,Low,167,Yes
T000720,A00278,2023-10-30,Onboarding Help,Low,30,Yes
T000721,A00278,2023-08-21,Onboarding Help,Medium,,No
T000722,A00278,2023-03-08,Integration Issue,Medium,,No
T000723,A00280,2023-11-14,Billing,Medium,81,Yes
T000724,A00280,2024-06-06,Feature Request,High,31,Yes
T000725,A00280,2024-01-14,Billing,Medium,74,Yes
T000726,A00280,2023-05-16,Billing,Low,115,Yes
T000727,A00280,2024-06-14,Integration Issue,Medium,85,Yes
T000728,A00280,2024-03-18,Performance,Medium,,No
T000729,A00280,2023-09-13,Onboarding Help,Low,88,Yes
T000730,A00280,2024-03-19,Billing,Medium,46,Yes
T000731,A00280,2023-06-17,Performance,High,13,Yes
T000732,A00280,2024-07-06,Integration Issue,Medium,77,Yes
T000733,A00280,2024-05-10,Performance,High,,No
T000734,A00280,2023-08-25,Onboarding Help,Critical,7,Yes
T000735,A00280,2023-12-11,Integration Issue,Low,148,Yes
T000736,A00280,2023-07-07,Billing,Medium,13,Yes
T000737,A00280,2023-08-16,Feature Request,High,21,Yes
T000738,A00281,2024-12-22,Billing,High,22,Yes
T000739,A00282,2024-11-08,Integration Issue,Medium,,No
T000740,A00282,2024-09-08,Feature Request,High,27,Yes
T000741,A00282,2024-09-12,Bug Report,Medium,37,Yes
T000742,A00283,2024-11-10,Bug Report,Low,141,Yes
T000743,A00283,2024-06-29,Performance,Medium,45,Yes
T000744,A00284,2024-11-17,Bug Report,Low,34,Yes
T000745,A00284,2024-08-08,Bug Report,Medium,48,Yes
T000746,A00284,2024-10-30,Integration Issue,Medium,15,Yes
T000747,A00285,2024-12-22,Performance,Medium,,No
T000748,A00286,2024-11-19,Onboarding Help,High,46,Yes
T000749,A00286,2024-10-11,Feature Request,Medium,58,Yes
T000750,A00286,2024-11-24,Billing,High,45,Yes
T000751,A00288,2024-09-20,Performance,Medium,24,Yes
T000752,A00288,2024-11-29,Performance,Low,104,Yes
T000753,A00288,2024-12-16,Performance,Medium,74,Yes
T000754,A00288,2024-04-11,Onboarding Help,Medium,89,Yes
T000755,A00288,2024-05-26,Bug Report,Low,27,Yes
T000756,A00288,2023-08-05,Bug Report,Low,65,Yes
T000757,A00288,2023-11-29,Performance,High,,No
T000758,A00289,2024-11-23,Billing,Critical,5,Yes
T000759,A00289,2024-12-13,Integration Issue,Medium,82,Yes
T000760,A00290,2024-12-01,Feature Request,Medium,79,Yes
T000761,A00290,2024-11-12,Bug Report,Low,,No
T000762,A00290,2023-11-17,Bug Report,Low,73,Yes
T000763,A00290,2023-10-11,Bug Report,Medium,56,Yes
T000764,A00290,2024-01-26,Integration Issue,Medium,,No
T000765,A00291,2024-11-25,Integration Issue,Low,72,Yes
T000766,A00292,2024-06-16,Performance,Medium,40,Yes
T000767,A00292,2024-07-25,Performance,Medium,90,Yes
T000768,A00295,2024-11-25,Feature Request,Low,114,Yes
T000769,A00295,2024-08-25,Bug Report,High,,No
T000770,A00295,2024-09-14,Feature Request,Low,143,Yes
T000771,A00297,2024-04-14,Feature Request,Critical,,No
T000772,A00297,2023-07-23,Integration Issue,Medium,61,Yes
T000773,A00299,2024-12-04,Feature Request,High,17,Yes
T000774,A00300,2024-12-29,Bug Report,Low,106,Yes
T000775,A00300,2024-12-28,Bug Report,Medium,,No
T000776,A00300,2024-12-28,Performance,Medium,22,Yes
T000777,A00300,2024-12-30,Integration Issue,Medium,14,Yes
T000778,A00300,2024-12-29,Feature Request,Low,129,Yes
T000779,A00300,2024-12-29,Onboarding Help,High,34,Yes
T000780,A00301,2023-06-01,Onboarding Help,Low,150,Yes
T000781,A00301,2024-11-17,Performance,Medium,18,Yes
T000782,A00301,2024-11-10,Performance,Medium,28,Yes
T000783,A00303,2024-11-19,Onboarding Help,Critical,5,Yes
T000784,A00304,2024-09-08,Billing,Medium,77,Yes
T000785,A00304,2024-08-30,Billing,Low,69,Yes
T000786,A00305,2024-02-23,Integration Issue,Medium,93,Yes
T000787,A00305,2024-09-29,Bug Report,Critical,8,Yes
T000788,A00305,2023-08-22,Onboarding Help,Medium,,No
T000789,A00306,2023-07-08,Integration Issue,Medium,79,Yes
T000790,A00306,2024-06-28,Billing,Medium,63,Yes
T000791,A00306,2023-07-21,Onboarding Help,Medium,50,Yes
T000792,A00306,2024-08-10,Integration Issue,High,,No
T000793,A00306,2023-12-21,Billing,Medium,54,Yes
T000794,A00307,2023-10-10,Billing,Low,95,Yes
T000795,A00307,2024-12-11,Integration Issue,Critical,3,Yes
T000796,A00307,2024-03-16,Billing,High,9,Yes
T000797,A00307,2024-09-19,Feature Request,Medium,,No
T000798,A00307,2024-04-06,Onboarding Help,Low,103,Yes
T000799,A00307,2024-11-15,Performance,Medium,69,Yes
T000800,A00307,2023-11-03,Onboarding Help,Medium,,No
T000801,A00307,2024-01-21,Bug Report,High,35,Yes
T000802,A00307,2024-11-30,Integration Issue,Medium,67,Yes
T000803,A00307,2024-01-04,Feature Request,Medium,32,Yes
T000804,A00307,2024-04-04,Onboarding Help,Low,132,Yes
T000805,A00307,2023-10-11,Billing,Critical,7,Yes
T000806,A00308,2023-07-15,Billing,Low,,No
T000807,A00308,2023-12-21,Billing,High,5,Yes
T000808,A00308,2024-12-31,Integration Issue,Medium,12,Yes
T000809,A00309,2024-06-02,Integration Issue,Low,54,Yes
T000810,A00310,2024-07-29,Feature Request,Medium,47,Yes
T000811,A00312,2024-06-11,Bug Report,High,43,Yes
T000812,A00312,2024-10-11,Integration Issue,Medium,31,Yes
T000813,A00312,2024-12-11,Billing,Low,65,Yes
T000814,A00312,2024-10-10,Performance,Critical,7,Yes
T000815,A00312,2024-06-17,Feature Request,Medium,33,Yes
T000816,A00312,2024-06-01,Feature Request,Medium,28,Yes
T000817,A00312,2024-07-05,Integration Issue,High,7,Yes
T000818,A00312,2024-05-09,Onboarding Help,Medium,76,Yes
T000819,A00312,2024-06-11,Bug Report,Medium,29,Yes
T000820,A00312,2024-05-11,Performance,Critical,2,Yes
T000821,A00312,2024-10-19,Integration Issue,High,7,Yes
T000822,A00312,2024-09-14,Integration Issue,High,32,Yes
T000823,A00312,2024-05-18,Bug Report,Medium,66,Yes
T000824,A00313,2024-08-21,Bug Report,High,37,Yes
T000825,A00313,2024-12-15,Bug Report,Medium,59,Yes
T000826,A00314,2024-08-19,Feature Request,Low,145,Yes
T000827,A00314,2024-11-18,Integration Issue,High,47,Yes
T000828,A00314,2024-08-19,Performance,High,13,Yes
T000829,A00314,2024-08-12,Onboarding Help,Low,110,Yes
T000830,A00315,2024-12-28,Feature Request,Medium,75,Yes
T000831,A00315,2024-12-30,Billing,Low,27,Yes
T000832,A00315,2024-12-31,Performance,Medium,50,Yes
T000833,A00315,2024-12-26,Feature Request,Medium,91,Yes
T000834,A00316,2024-05-02,Billing,Low,148,Yes
T000835,A00316,2024-07-11,Onboarding Help,Low,,No
T000836,A00316,2024-10-21,Integration Issue,Low,148,Yes
T000837,A00316,2024-04-24,Bug Report,Low,92,Yes
T000838,A00316,2024-11-09,Bug Report,Critical,1,Yes
T000839,A00316,2024-05-23,Bug Report,Medium,91,Yes
T000840,A00316,2024-05-18,Onboarding Help,Medium,60,Yes
T000841,A00318,2024-01-13,Billing,Medium,49,Yes
T000842,A00318,2024-01-07,Performance,Low,61,Yes
T000843,A00318,2023-08-27,Feature Request,Medium,50,Yes
T000844,A00319,2024-09-28,Feature Request,Medium,85,Yes
T000845,A00319,2024-04-22,Feature Request,Medium,23,Yes
T000846,A00319,2024-11-02,Bug Report,Medium,12,Yes
T000847,A00319,2024-02-13,Feature Request,High,46,Yes
T000848,A00319,2024-03-28,Feature Request,High,,No
T000849,A00319,2024-01-26,Bug Report,Low,108,Yes
T000850,A00319,2024-05-28,Bug Report,Medium,63,Yes
